word,bias,group
/c/en/gender_neutral,,
/c/en/man,0.7099424817527413,neutral
/c/en/woman,0.6618127989751372,neutral
/c/en/hom,,
/c/en/adult,0.0019996639525284156,neutral
/c/en/person,0.017792258425078027,neutral
/c/en/men,0.014648311790682478,neutral
/c/en/women,0.03275426214906962,neutral
/c/en/homs,1.5947182938962508e-17,neutral
/c/en/adults,6.49652011658806e-05,neutral
/c/en/people,0.00040683371430069216,neutral
/c/en/executive,3.1386652671396584e-05,neutral
/c/en/aviator,0.00033184368610738674,neutral
/c/en/flyer,1.4539577434424262e-06,neutral
/c/en/pilot,0.00912887724359616,neutral
/c/en/member,0.0006817584408834231,neutral
/c/en/anchor,0.001020225239835729,neutral
/c/en/commentator,,
/c/en/newscaster,,
/c/en/member,0.0006817584408834231,neutral
/c/en/businessperson,1.7165044603914148e-16,neutral
/c/en/executive,3.1386652671396584e-05,neutral
/c/en/operator,6.649329633962408e-17,neutral
/c/en/cinematographer,4.338074622972275e-05,neutral
/c/en/chairperson,8.60236896816572e-17,neutral
/c/en/cleaner,4.3686978885979235e-17,neutral
/c/en/representative,1.3129242473851465e-17,neutral
/c/en/citizen,0.00045094273364775466,neutral
/c/en/compatriot,0.0009163030081735332,neutral
/c/en/artisan,0.00039260985847949044,neutral
/c/en/crewmember,0.0001970991517249959,neutral
/c/en/attendant,,
/c/en/drafter,3.669229632783774e-07,neutral
/c/en/firefighter,8.884359448966442e-17,neutral
/c/en/angler,,
/c/en/supervisor,6.794060227588828e-05,neutral
/c/en/repairperson,0.00022061856450431767,neutral
/c/en/equestrian,4.756938746305423e-17,neutral
/c/en/relative,0.003932782285054298,neutral
/c/en/sheriff,0.0001948736937327331,neutral
/c/en/officer,0.0011687610560464743,neutral
/c/en/nonprofessional,,
/c/en/athlete,8.182543104581049e-17,neutral
/c/en/dockworker,,
/c/en/carrier,,
/c/en/sharpshooter,,
/c/en/intermediary,,
/c/en/reporter,3.921949040224653e-17,neutral
/c/en/officer,0.0011687610560464743,neutral
/c/en/worker,0.02500991934157665,neutral
/c/en/operator,6.649329633962408e-17,neutral
/c/en/technician,,
/c/en/salesperson,4.4075039322063205e-17,neutral
/c/en/spokesperson,4.1356082221311156e-17,neutral
/c/en/leader,0.04955464668773536,neutral
/c/en/diplomat,,
/c/en/official,0.0006708830861646472,neutral
/c/en/guard,2.36713849961341e-06,neutral
/c/en/helper,0.00033888717257268185,neutral
/c/en/homemaker,1.1958969485747644e-16,neutral
/c/en/attendant,,
/c/en/spouse,3.683526673972988e-05,neutral
/c/en/partner,7.369942407351098e-06,neutral
/c/en/mate,4.3286835404821475e-07,neutral
/c/en/minister,0.01967405149613787,neutral
/c/en/doorkeeper,,
/c/en/fixer,,
/c/en/principal,9.782890115150086e-06,neutral
/c/en/tradesperson,6.519407213954407e-05,neutral
/c/en/politician,0.00016617277866433185,neutral
/c/en/supervisor,6.794060227588828e-05,neutral
/c/en/server,0.0023389719329408322,neutral
/c/en/follower,1.5069425272470445e-16,neutral
/c/en/supporter,,
